#bonds between atom-i and atom-j
1	2
1       3 	
1	10
1	11
3	4
4       5
4       6
4       7
8       9
8       10
8       32
8       35
11      12
11      13
11      21
13      14
13      15
15      16
15      17
17      18
17      19
17      20
21      22
21      23
21      32
23      24
24      25
24      26
24      28
26      27
26     -4
28      29
28      30
28      31
32      33
32      34
34     -1
35      36
35      37
35      38
38      39
